,Name,City,Country,IATA,ICAO
7145,Mirpur Khas Air Base,Mirpur Khas,Pakistan,\N,OPMK
7146,Minhas Air Base,Kamra,Pakistan,ATG,OPMS
7147,Rafiqui Air Base,Shorkot,Pakistan,\N,OPRQ
7148,Faisal Air Base,Karachi,Pakistan,\N,OPSF
7149,Mushaf Air Base,Sargodha,Pakistan,SGI,OPSR
7150,Qayyarah West Airport,Qayyarah,Iraq,RQW,ORQW
7151,Al Sahra Army Air Field,Tikrit,Iraq,\N,ORSH
7152,Tall Afar Army Air Field,Tall Afar,Iraq,\N,ORTF
7153,Al Taji Army Air Field,Taji,Iraq,\N,ORTI
7154,Ubaydah Bin Al Jarrah Airport,Al Cut,Iraq,\N,ORUB
7157,Gangshan Air Force Base,Gangshan,Taiwan,\N,RCAY
7158,Asahikawa Airfield,,Japan,\N,RJCA
7159,Iwakuni Marine Corps Air Station,Iwakuni,Japan,IWK,RJOI
7160,Utsunomiya Airport,,Japan,\N,RJTU
7161,Jungwon Air Base/Chungju Airport,,South Korea,\N,RKTI
7162,Ie Jima Airport,Ie,Japan,IEJ,RORE
7163,Allah Valley Airport,Surallah,Philippines,AAV,RPMA
7164,Bislig Airport,,Philippines,BPH,RPMF
7165,Mati National Airport,,Philippines,MXI,RPMQ
7185,Issyk-Kul International Airport,Tamchy,Kyrgyzstan,IKU,UAFL
7186,Kant Air Base,Kant,Kyrgyzstan,\N,UAFW
7187,Ayaguz Airport,Ayaguz,Kazakhstan,\N,UASA
7188,Chelkar Airport,Chelkar,Kazakhstan,\N,UATR
7222,Tashkent East Airport,Tashkent,Uzbekistan,\N,UTTP
7233,Ratnagiri Airport,,India,RTC,VARG
7234,Hingurakgoda Air Force Base,Polonnaruwa Town,Sri Lanka,HIM,VCCH
7235,Kazi Nazrul Islam Airport,Durgapur,India,RDP,VEDG
7236,Ambala Air Force Station,,India,\N,VIAM
7237,Sirsa Air Force Station,,India,\N,VISA
7238,Udhampur Air Force Station,,India,\N,VIUX
7239,Sri Sathya Sai Airport,Puttaparthi,India,PUT,VOPN
7240,Meiktila Air Base,Meiktila,Burma,\N,VYML
7241,Changi Air Base (East),Singapore,Singapore,\N,WSAC
7248,Alpha Airport,Alpha,Australia,ABH,YAPH
7249,Ararat Airport,,Australia,ARY,YARA
7250,Benalla Airport,,Australia,BLN,YBLA
7251,Balranald Airport,,Australia,BZD,YBRN
7252,Brewarrina Airport,,Australia,BWQ,YBRW
7253,Cleve Airport,,Australia,CVC,YCEE
7254,Corowa Airport,,Australia,CWW,YCOR
7255,Corryong Airport,,Australia,CYG,YCRG
7256,Cootamundra Airport,,Australia,CMD,YCTM
7257,Dirranbandi Airport,,Australia,DRN,YDBI
7258,Deniliquin Airport,Deniliquin,Australia,DNQ,YDLQ
7259,Dysart Airport,,Australia,DYA,YDYS
7260,Echuca Airport,,Australia,ECH,YECH
7261,Forbes Airport,Forbes,Australia,FRB,YFBS
7262,Gunnedah Airport,,Australia,GUH,YGDH
7263,Hay Airport,,Australia,HXX,YHAY
7264,Hopetoun Airport,,Australia,HTU,YHPN
7265,Kerang Airport,,Australia,KRA,YKER
7266,Kempsey Airport,,Australia,KPS,YKMP
7267,Kingaroy Airport,,Australia,KGY,YKRY
7268,Latrobe Valley Airport,Morwell,Australia,TGN,YLTV
7269,Mareeba Airport,,Australia,MRG,YMBA
7270,Ngukurr Airport,,Australia,RPM,YNGU
7271,Narromine Airport,,Australia,QRM,YNRM
7272,Port Pirie Airport,,Australia,PPI,YPIR
7273,Smithton Airport,,Australia,SIO,YSMI
7274,Snake Bay Airport,,Australia,SNB,YSNB
7275,Stawell Airport,,Australia,SWC,YSWL
7276,Tibooburra Airport,,Australia,TYB,YTIB
7277,Tumut Airport,,Australia,TUM,YTMU
7278,Wangaratta Airport,,Australia,WGT,YWGT
7279,Warracknabeal Airport,,Australia,WKB,YWKB
7280,Warren Airport,,Australia,QRR,YWRN
7281,West Sale Airport,Sale,Australia,SXE,YWSL
7282,West Wyalong Airport,West Wyalong,Australia,WWY,YWWL
7283,Young Airport,,Australia,NGA,YYNG
7284,Guangzhou MR Air Base,Guanghua,China,LHK,ZHGH
7285,Shiyan Wudangshan Airport,Shiyan,China,WDS,ZHSY
7286,Sunchon Air Base,Sunchon,North Korea,\N,ZKSC
7287,Huatugou Airport,Mengnai,China,HTT,ZLHX
7288,Baruun Urt Airport,,Mongolia,UUN,ZMBU
7289,Bengbu Airport,Bengbu,China,BFU,ZSBB
7290,Rugao Air Base,Rugao,China,RUG,ZSRG
7291,Wuhu Air Base,Wuhu,China,WHU,ZSWU
7292,Shanshan Airport,Shanshan,China,SXJ,ZWSS
7293,Yingkou Lanqi Airport,Yingkou,China,YKH,ZYYK
7294,Shenyang Dongta Airport,Shenyang,China,\N,ZYYY
7298,Rajiv Gandhi International Airport,Hyderabad,India,HYD,VOHS
7308,Hermannsburg Airport,Hermannsburg,Australia,HMG,YHMB
7309,Mount Davies Airport,Pipalyatjara,Australia,\N,YMDV
7310,Areyonga Airport,Areyonga,Australia,\N,YARN
7312,Mount Allan Airport,Yuelamu,Australia,\N,YMNA
7313,Everard Park Airport,Mimili,Australia,\N,YEVP
7314,Warrabri Airport,Ali-Curung,Australia,\N,YWBI
7317,Ampilatwatja Airport,Ampilatwatja,Australia,\N,YAMJ
7318,Kings Creek Airport,Petermann,Australia,KCS,YKCS
7319,Harts Range Airport,Harts Range,Australia,\N,YHTS
7320,Elliott Airport,Elliott,Australia,\N,YELL
7321,Papunya Airport,Papunya,Australia,\N,YPAY
7322,Fregon Airport,Fregon,Australia,\N,YFRG
7323,Mount Liebig Airport,Mt Liebig,Australia,\N,YLBG
7327,Goondiwindi Airport,Goondiwindi,Australia,GOO,YGDI
7335,Docker River Airport,Docker River,Australia,DKV,YDVR
7338,Ti Tree Airport,Ti Tree,Australia,\N,YTIT
7340,Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,AXF,ZBAL
7345,Kintore Airport,Kintore,Australia,\N,YKNT
7347,Utopia Airport,Utopia,Australia,\N,YUTP
7348,Nyrripi Airport,Nyirripi,Australia,\N,YNRR
7349,Amata Airport,Amata,Australia,AMT,YAMT
7350,Glacier Country Heliport,Franz Josef,New Zealand,\N,NZGH
7351,Erldunda Airport,Erldunda,Australia,EDD,YERL
7353,Finke Airport,Finke,Australia,FIK,YFNE
7355,Nypari Airport,Angatja Homeland,Australia,\N,YNYP
7358,[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way,Not Specified,New Zealand,\N,XXXX
7375,Cascade Heliport,Kobok,Indonesia,\N,WA98
7378,Otjiwarongo Airport,Otjiwarongo,Namibia,OTJ,FYOW
7404,Delingha Airport,Haixi,China,HXD,ZLDL
7405,Qionghai Bo'ao Airport,Qionghai,China,BAR,ZJQH
7408,Bowen Airport,Bowen,Australia,ZBO,YBWN
7409,Ulanqab Jining Airport,Wulanchabu,China,UCB,ZBUC
7413,Boolgeeda,Brockman,Australia,OCM,YBGD
7414,Shaoyang Wugang Airport,Shaoyang,China,WGN,ZGSY
7417,Bajawa Soa Airport,Bajawa,Indonesia,BJW,WATB
7420,Renk Airport,Huangshan,China,\N,HSRN
7424,Boun Neau Airport,Phongsaly,Laos,PCQ,VLFL
7429,Coonawarra Airport,Coonawarra,Australia,\N,YCNQ
7430,Naracoorte Airport,Naracoorte,Australia,NAC,YNRC
7435,Caloundra Airport,Caloundra,Australia,CUD,YCDR
7489,Urzhar Airport,Urzhar,Kazakhstan,UZR,UASU
7525,Ghazni Airport,Ghazni,Afghanistan,GZI,OAGN
7526,Baicheng Chang'an Airport,Baicheng,China,DBC,ZYBA
7527,Longnan Chengzhou Airport,Longnan,China,LNL,ZLLN
7528,Shangrao Sanqingshan Airport,Shangrao,China,SQD,ZSSR
7529,Songyuan Chaganhu Airport,Songyuan,China,YSQ,ZYSQ
7530,Jiansanjiang Airport,Jiansanjiang,China,JSJ,ZYJS
7531,Zunyi Maotai Airport,Zunyi,China,WMT,ZUMT
7532,Libo Airport,Libo,China,LLB,ZULB
7533,Chengde Puning Airport,Chengde,China,CDE,ZBCD
7534,Wudalianchi Dedu Airport,Wudalianchi,China,DTU,ZYDU
7535,Ejin Banner-Taolai Airport,Ejin Banner,China,EJN,ZBEN
7536,Alxa Right Banner Badanjilin Airport,Alxa Right Banner,China,RHT,ZBAR
7537,Holingol Huolinhe Airport,Holingol,China,HUO,ZBHZ
7538,Golog Maqin Airport,Golog,China,GMQ,ZLGL
7539,Yeerqiang Airport,Yarkant,China,QSZ,ZWSC
7540,Tezu Airport,Tezu,India,TEI,VETJ
7541,Cangyuan Washan Airport,Cangyuan,China,CWJ,ZPCW
7542,Lancang Jingmai Airport,Lancang Lahu,China,JMJ,ZPJM
7543,Ninglang Luguhu Airport,Ninglang,China,NLH,ZPNL
7547,Xinzhou Wutaishan Airport,Xinzhou,China,WUT,ZBXZ
7548,Chengjisihan Airport,Zhalantun,China,NZL,ZBZL
7553,Adampur Airport,Adampur,India,AIP,VIAX
7554,Vijayanagar Aerodrome (JSW),Toranagallu,India,VDY,VOJV
7555,Shirdi Airport,Shirdi,India,SAG,VASD
7556,Jeypore Airport,Jeypore,India,PYB,VEJP
7557,Trunojoyo Airport,Sumenep,Indonesia,SUP,WART
7558,Lasondre Airport,Batu Islands,Indonesia,\N,WIMO
7559,Rokot Airport,Sipora,Indonesia,RKO,WIBR
7560,Pasir Pangaraan Airport,Pasir Pangaraian,Indonesia,PPR,WIDE
7561,Sei Bati Airport,Tanjung Balai Karimun,Indonesia,TJB,WIBT
7562,Departi Parbo Airport,Kerinci Regency,Indonesia,KRC,WIPH
7563,Namrole Airport,Buru Island,Indonesia,NRE,WAPG
7564,Namlea Airport,Namlea,Indonesia,NAM,WAPR
7565,Rar Gwamar Airport,Dobo,Indonesia,DOB,WAPD
7566,Emalamo Sanana Airport,Sanana,Indonesia,SQN,WAPN
7567,Ayawasi Airport,Ayawasi,Indonesia,AYW,WASA
7568,Bunyu Airport,Bunyu,Indonesia,BYQ,WALV
7569,Buol Airport,Buol,Indonesia,UOL,WAMY
7570,Sugimanuru Airport,Raha,Indonesia,RAQ,WAWR
7571,Jask Airport,Jask,Iran,JSK,OIZJ
7574,Kozushima Airport,Kozushima,Japan,\N,RJAZ
7575,Kazarman Airport,Kazarman,Kyrgyzstan,\N,UAFZ
7576,Kerben Airport,Kerben,Kyrgyzstan,\N,UAFE
7577,Naryn Airport,Naryn,Kyrgyzstan,\N,UAFN
7578,Sayaboury Airport,Sainyabuli,Laos,ZBY,VLSB
7579,Baglung Airport,Baglung,Nepal,BGL,VNBL
7580,Rajbiraj Airport,Rajbiraj,Nepal,RJB,VNRB
7581,Duqm International Airport,Duqm,Oman,DQM,OODQ
7582,Palanan Community Airport,Palanan,Philippines,\N,RPLN
7583,Itbayat Airport,Itbayat,Philippines,\N,RPLT
7584,Catbalogan Airport,Catbalogan City,Philippines,\N,RPVY
7585,Maasin Airport,Maasin,Philippines,\N,RPSM
7586,Bantayan Airport,Bantayan,Philippines,\N,RPSB
7587,Biliran Airport,Biliran,Philippines,\N,RPVQ
7590,Croker Island Airport,Croker Island,Australia,CKI,YCKI
7591,The Granites Airport,The Granites,Australia,\N,YTGT
7592,Barimunya Airport,Barimunya,Australia,BYP,YBRY
7593,Laucala Island Airport,Laucala,Fiji,LUC,NFNH
7594,Yasawa Island Airport,Yasawa Island,Fiji,YAS,NFSW
7595,North Shore Aerodrome,North Shore,New Zealand,\N,NZNE
7597,Okiwi Station Airport,Okiwi,New Zealand,\N,NZOX
7598,Waiheke Reeve Airport,Waiheke Island,New Zealand,WIK,NZKE
7599,Karamea Airport,Karamea,New Zealand,\N,NZKM
7601,Nop Goliat Airport,Dekai,Indonesia,DEX,WAVD
7611,Tanah Merah Airport,Boven Digoel,Indonesia,TMH,WAKT
7617,West Melton Aerodrome,West Melton,New Zealand,\N,NZWL
7618,Rangiora Airfield,Rangiora,New Zealand,\N,NZRT
7621,Noonkanbah Airport,Noonkanbah,Australia,NKB,YNKA
7629,Istanbul Airport,Istanbul,Turkey,IST,LTFM
7642,Kenebetsu JASDF Airfield,Kenebetsu,Japan,\N,RJCS
7644,Kishangarh Airport,Ajmer,India,KQH,VIKG
7645,Kannur International Airport,Kannur,India,CNN,VOKN
7646,Beijing Xijiao Airport,Beijing,China,\N,ZBBB
7648,Umuwa Airport,Umuwa,Australia,\N,YUMU
7654,New Islamabad International Airport,Islamabad,Pakistan,ISB,OPIS
7656,Farm Whitwater East Landing Strip,Hardap,Namibia,\N,FYGK
7657,Muwaffaq Salti Air Base,AZRAQ,Jordan,\N,OJ40
7662,Mount Weld Airport,Laverton,Australia,\N,YMNW
7663,Kidston Airport,Kidston,Australia,\N,YKID
7673,Mangalore Airport,Mangalore,Australia,\N,YMNG
7675,Zabrat Airport,Baku,Azerbaijan,ZXT,UBTT
7678,Yuanmou Air Base,Yuanmou,China,YUA,ZPYM
7679,Changsha Datuopu Airport/AFB,Changsha,China,\N,ZGCS
7680,Xingcheng Air Base,,China,XEN,ZYXC
7684,Bilogai-Sugapa Airport,Sugapa-Papua Island,Indonesia,UGU,WABV
7685,Jakkur Aerodrome,Bengaluru,India,\N,VOJK
7686,Jalal-Abad Airport,Jalal-Abad,Kyrgyzstan,\N,UAFJ
7688,Rustaq Airport,Al Masna'ah,Oman,MNH,OORQ
7689,Laguindingan Airport,Cagayan de Oro City,Philippines,CGY,RPMY
